TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         1772  3.24631E+00  3.26489E+00 -5.96376E-01 -2.12966E-01  7.76046E-01  1.11279E+00  3.23881E-01  1.99893E-01  6.98425E-01  2.29859E+00  1.04340E-01  1.00000E+00  1.10340E-02  1.32414E-03  7.13935E-03  1.03300E-03 -4.03244E-04  8.11662E-03 -1.85642E-03 -3.07094E-04 -1.12812E-03  6.61807E-03   -19369.298122037872
         1773  3.27840E+00  3.22676E+00 -6.06081E-01 -1.96883E-01  8.07059E-01  1.12950E+00  3.16730E-01  1.94028E-01  6.93130E-01  2.29451E+00  1.04289E-01  1.00000E+00  1.07011E-02  2.42534E-06  6.36266E-03  1.60098E-03 -4.97500E-04  7.35657E-03 -1.57885E-03 -1.01194E-04 -1.25187E-03  6.30479E-03   -19350.732206146411
         1774  3.28240E+00  3.24108E+00 -6.10808E-01 -2.05060E-01  8.08451E-01  1.10509E+00  3.15460E-01  2.00202E-01  6.84979E-01  2.30046E+00  1.03923E-01  1.00000E+00  9.84203E-03  1.31742E-03  7.44353E-03  1.45778E-03 -5.47944E-04  8.11552E-03 -5.22556E-04  1.29517E-04 -1.27398E-03  6.82888E-03   -19166.660487442936
         1775  3.28172E+00  3.20759E+00 -6.06187E-01 -1.94930E-01  7.08462E-01  1.11799E+00  3.42215E-01  2.01371E-01  6.96920E-01  2.30325E+00  1.04235E-01  1.00000E+00  1.05685E-02  1.20346E-03  6.23915E-03  6.17000E-04 -7.80495E-04  6.37598E-03 -9.73595E-04  2.49426E-04 -5.31339E-04  6.64058E-03   -19314.331134534339
         1776  3.30698E+00  3.21457E+00 -6.18161E-01 -1.93532E-01  7.20051E-01  1.15765E+00  3.36789E-01  1.88662E-01  6.93600E-01  2.30820E+00  1.06611E-01  1.00000E+00  9.58880E-03  9.17487E-04  6.42157E-03  7.56680E-04 -1.82801E-03  7.97051E-03 -4.89092E-04  8.05662E-04 -7.92827E-04  7.61262E-03   -19163.100674421890
         1777  3.30675E+00  3.20787E+00 -6.15067E-01 -1.90748E-01  7.61234E-01  1.13773E+00  3.24063E-01  1.95953E-01  7.03509E-01  2.30403E+00  1.06665E-01  1.00000E+00  9.57601E-03  3.24412E-04  6.82298E-03  7.06929E-04 -1.98538E-03  6.75841E-03 -1.21831E-03  1.22025E-03 -6.25264E-04  1.01130E-02   -19262.334940136767
         1778  3.29398E+00  3.19699E+00 -6.06724E-01 -1.89644E-01  7.88009E-01  1.16006E+00  3.24323E-01  1.90431E-01  6.97479E-01  2.30656E+00  1.06767E-01  1.00000E+00  8.57161E-03 -3.92319E-04  6.42399E-03  7.92586E-05 -1.62828E-03  5.95880E-03 -6.40817E-04  8.36415E-04 -1.86896E-04  8.30065E-03   -19379.838144847043
         1779  3.31419E+00  3.25973E+00 -6.18088E-01 -2.07559E-01  7.57751E-01  1.15311E+00  3.34384E-01  1.89391E-01  6.96008E-01  2.31400E+00  1.05109E-01  1.00000E+00  1.09647E-02  2.11938E-04  7.70587E-03 -1.06532E-03 -2.52334E-03  6.21983E-03 -8.61572E-04  2.47491E-04 -6.60396E-04  6.74046E-03   -19388.925731468233
         1780  3.31988E+00  3.25625E+00 -6.18058E-01 -2.07043E-01  7.03224E-01  1.13811E+00  3.48312E-01  1.91682E-01  6.95290E-01  2.31446E+00  1.04456E-01  1.00000E+00  1.09113E-02 -8.43322E-04  6.81241E-03 -3.71214E-04 -1.71180E-03  5.81577E-03 -8.43658E-04 -1.93823E-04 -7.05633E-04  7.07832E-03   -19368.014647846434
         1781  3.36025E+00  3.20242E+00 -6.25099E-01 -1.93464E-01  7.82261E-01  1.09716E+00  3.23881E-01  2.00812E-01  7.04047E-01  2.30597E+00  1.03152E-01  1.00000E+00  1.06948E-02 -1.13447E-03  7.55997E-03  6.16144E-04 -1.40298E-03  5.52306E-03 -1.38771E-03 -5.07245E-04 -7.99531E-04  7.04737E-03   -19357.702430701516
         1782  3.35704E+00  3.26227E+00 -6.28435E-01 -2.10706E-01  7.59901E-01  1.12920E+00  3.30346E-01  1.92089E-01  7.02658E-01  2.30509E+00  1.03288E-01  1.00000E+00  1.09029E-02 -8.78371E-04  7.07249E-03 -1.13028E-05 -5.00545E-04  5.34173E-03 -1.26936E-03 -8.00247E-04 -7.14191E-04  7.33589E-03   -19532.199869218482
         1783  3.32052E+00  3.25333E+00 -6.18124E-01 -2.06646E-01  7.58419E-01  1.14465E+00  3.32054E-01  1.93936E-01  7.06392E-01  2.30684E+00  1.02496E-01  1.00000E+00  9.43365E-03  4.71482E-04  7.08772E-03  4.14871E-04 -3.99738E-04  5.69430E-03 -7.07916E-04 -2.13702E-05 -4.22167E-04  6.51982E-03   -19182.706702331405
         1784  3.34708E+00  3.25925E+00 -6.22998E-01 -2.12993E-01  7.49055E-01  1.14350E+00  3.35742E-01  1.95388E-01  7.05001E-01  2.30265E+00  1.02550E-01  1.00000E+00  1.05151E-02  2.05711E-04  7.39705E-03  1.01196E-03 -5.53576E-04  5.63681E-03 -6.38389E-04  5.89389E-04 -1.03616E-03  8.78731E-03   -19287.886416503126
         1785  3.33137E+00  3.26423E+00 -6.19254E-01 -2.10918E-01  7.34842E-01  1.13915E+00  3.39042E-01  1.92884E-01  6.99328E-01  2.31428E+00  1.06601E-01  1.00000E+00  1.14566E-02 -6.47382E-04  7.94455E-03  6.53210E-04 -1.93911E-03  6.09640E-03  9.34050E-05 -6.49265E-04 -4.43001E-04  1.02815E-02   -19105.789291056153
         1786  3.30801E+00  3.28588E+00 -6.10364E-01 -2.16431E-01  7.39106E-01  1.16076E+00  3.38106E-01  1.86200E-01  6.95540E-01  2.31071E+00  1.06688E-01  1.00000E+00  1.07672E-02 -4.02260E-04  8.21136E-03  3.14200E-04 -1.99555E-03  5.78080E-03 -1.00961E-03 -7.06740E-04 -4.56021E-04  9.42726E-03   -19187.481264614031
         1787  3.34163E+00  3.24118E+00 -6.24726E-01 -2.03817E-01  7.60048E-01  1.12252E+00  3.31178E-01  1.92910E-01  7.00852E-01  2.31436E+00  1.06688E-01  1.00000E+00  1.03037E-02 -4.80210E-04  8.91660E-03  4.22086E-04 -3.07267E-03  5.59520E-03 -9.34890E-04 -1.25511E-03  5.09327E-04  9.33029E-03   -19290.148507526461
         1788  3.30424E+00  3.25386E+00 -6.12526E-01 -2.09823E-01  7.80382E-01  1.14916E+00  3.22733E-01  1.92149E-01  7.04251E-01  2.30947E+00  1.03637E-01  1.00000E+00  9.66436E-03  7.38768E-04  1.03039E-02  3.80882E-04 -2.54818E-03  4.89322E-03 -7.49284E-04 -2.88909E-04 -7.04130E-04  8.29250E-03   -19339.525860285317
         1789  3.33731E+00  3.27464E+00 -6.19326E-01 -2.15527E-01  7.53556E-01  1.19279E+00  3.25726E-01  1.78460E-01  7.05241E-01  2.31182E+00  1.03637E-01  1.00000E+00  9.44714E-03 -5.96031E-04  9.44501E-03  1.05998E-03 -2.36799E-03  5.27917E-03 -1.22451E-03  2.54224E-04 -1.13533E-03  9.53789E-03   -19375.855221932052
         1790  3.27670E+00  3.24452E+00 -6.01128E-01 -2.05462E-01  7.47563E-01  1.17488E+00  3.32009E-01  1.85467E-01  7.04165E-01  2.30301E+00  1.02267E-01  1.00000E+00  1.03944E-02  9.63132E-05  9.82509E-03  1.78184E-04 -1.97216E-03  5.25089E-03 -9.50730E-04 -4.59368E-04 -6.30586E-04  8.16352E-03   -19354.303058835634
         1791  3.35008E+00  3.28366E+00 -6.23389E-01 -2.15418E-01  7.80936E-01  1.19381E+00  3.20295E-01  1.81949E-01  7.05008E-01  2.30780E+00  1.03915E-01  1.00000E+00  9.92446E-03 -1.28954E-03  9.96237E-03  6.73765E-04 -1.37821E-03  5.27271E-03 -4.72451E-04 -9.69390E-04 -8.07821E-04  7.32680E-03   -19414.326829532620
         1792  3.30336E+00  3.27920E+00 -6.12311E-01 -2.09287E-01  7.54066E-01  1.13190E+00  3.35088E-01  1.93223E-01  7.08507E-01  2.30845E+00  1.02166E-01  1.00000E+00  8.95023E-03 -3.30772E-04  7.59571E-03  2.19287E-04 -1.11891E-03  5.44001E-03 -1.30996E-03 -8.21357E-04 -1.87065E-03  7.02179E-03   -19377.567194156858
         1793  3.36026E+00  3.27036E+00 -6.30255E-01 -2.11391E-01  6.97306E-01  1.07226E+00  3.45723E-01  2.13609E-01  7.06019E-01  2.30897E+00  1.02166E-01  1.00000E+00  9.95710E-03  4.24609E-04  8.39728E-03 -1.63190E-04 -2.23702E-03  6.15870E-03 -1.70975E-03  2.12816E-04 -2.19201E-03  6.94216E-03   -19438.891183743573
         1794  3.30990E+00  3.27362E+00 -6.16174E-01 -2.10400E-01  7.24664E-01  1.15084E+00  3.33994E-01  1.90848E-01  7.03989E-01  2.30979E+00  1.02591E-01  1.00000E+00  1.01506E-02  3.43961E-04  8.77248E-03 -5.24673E-04 -2.90564E-03  6.99651E-03 -1.60585E-03 -5.74538E-04 -1.96309E-03  6.28378E-03   -19515.204831465559
         1795  3.35064E+00  3.22830E+00 -6.25030E-01 -2.00984E-01  7.35807E-01  1.14144E+00  3.32124E-01  1.95851E-01  7.02943E-01  2.29753E+00  1.02356E-01  1.00000E+00  9.93671E-03  6.86898E-04  8.70445E-03  7.15263E-04 -1.51020E-03  6.32695E-03 -1.94919E-03 -7.30761E-04 -1.91737E-03  6.06101E-03   -19472.191575308862
         1796  3.31631E+00  3.24405E+00 -6.16213E-01 -2.06552E-01  7.64745E-01  1.12911E+00  3.28397E-01  1.95493E-01  6.89816E-01  2.30088E+00  1.00012E-01  1.00000E+00  9.59359E-03  9.80644E-04  9.07595E-03 -3.87301E-04 -1.86930E-03  6.49097E-03 -2.14742E-03 -9.00494E-04 -1.11730E-03  5.95811E-03   -19430.785693559017
         1797  3.32652E+00  3.24962E+00 -6.21152E-01 -2.07128E-01  7.23132E-01  1.10628E+00  3.44386E-01  2.06015E-01  6.90941E-01  2.30147E+00  1.03388E-01  1.00000E+00  1.02127E-02  6.19272E-04  8.41854E-03 -1.30808E-03 -1.79071E-03  8.39690E-03 -1.91362E-03 -7.58354E-04 -1.86955E-03  6.08095E-03   -19348.554241738799
         1798  3.28641E+00  3.27497E+00 -6.08325E-01 -2.12329E-01  7.36468E-01  1.07490E+00  3.40342E-01  2.07944E-01  6.93392E-01  2.29771E+00  1.03440E-01  1.00000E+00  1.00595E-02  1.00449E-03  9.36406E-03 -7.61186E-04 -1.61274E-03  7.11004E-03 -2.10858E-03 -8.89255E-04 -1.61826E-03  5.82521E-03   -19429.911089770143
         1799  3.24585E+00  3.28779E+00 -5.99858E-01 -2.18186E-01  7.94829E-01  1.10094E+00  3.22274E-01  2.01205E-01  6.96307E-01  2.30392E+00  1.03440E-01  1.00000E+00  8.89726E-03 -1.29591E-04  1.01401E-02  5.10018E-05 -2.68468E-03  7.26129E-03 -1.67937E-03 -2.53802E-04 -1.77722E-03  6.36709E-03   -19430.643812833787
         1800  3.22918E+00  3.25951E+00 -5.93728E-01 -2.14466E-01  7.47455E-01  1.08369E+00  3.39360E-01  2.02820E-01  6.88460E-01  2.30231E+00  1.03686E-01  1.00000E+00  1.04759E-02 -1.17068E-03  9.57162E-03 -4.87779E-04 -1.48023E-03  4.91117E-03 -1.26954E-03 -9.96120E-04 -1.13361E-03  6.07597E-03   -19584.915163463069
         1801  3.27090E+00  3.24009E+00 -6.01273E-01 -2.09898E-01  7.26169E-01  1.15158E+00  3.37898E-01  1.85928E-01  6.84817E-01  2.29231E+00  1.03613E-01  1.00000E+00  1.00765E-02  6.44272E-04  7.50314E-03 -3.81489E-04 -1.24834E-03  4.99710E-03 -2.41617E-03 -8.15974E-04 -1.44971E-03  6.89781E-03   -19481.326809973089
         1802  3.31044E+00  3.23667E+00 -6.12965E-01 -2.06275E-01  6.99835E-01  1.14344E+00  3.44542E-01  1.86679E-01  6.87325E-01  2.28492E+00  1.03923E-01  1.00000E+00  1.05874E-02  7.63408E-04  6.93655E-03 -1.54051E-04 -1.11693E-03  5.15421E-03 -1.48675E-03 -8.33200E-04 -1.20370E-03  6.61640E-03   -19393.617609816127
         1803  3.29220E+00  3.26343E+00 -6.11173E-01 -2.14638E-01  7.39396E-01  1.09816E+00  3.35346E-01  2.00267E-01  6.87117E-01  2.28764E+00  1.05149E-01  1.00000E+00  1.18097E-02  7.63419E-04  9.01428E-03  4.79047E-04 -1.08501E-03  5.54855E-03 -2.07390E-03 -6.28835E-04 -2.08226E-03  7.20357E-03   -19391.108888001025
         1804  3.31975E+00  3.24958E+00 -6.17181E-01 -2.12340E-01  7.00552E-01  1.12459E+00  3.44837E-01  1.94225E-01  6.77950E-01  2.29955E+00  1.05184E-01  1.00000E+00  9.76214E-03 -4.76788E-04  8.19979E-03 -2.64671E-04 -1.02137E-03  5.04475E-03 -7.45245E-04 -9.62446E-05 -2.37646E-03  7.65323E-03   -19450.692345983141
         1805  3.28688E+00  3.21569E+00 -6.07796E-01 -1.97237E-01  7.32080E-01  1.18579E+00  3.32793E-01  1.73755E-01  6.86547E-01  2.28958E+00  1.03535E-01  1.00000E+00  8.85856E-03 -9.48848E-05  8.53014E-03 -5.09074E-04 -1.15629E-03  5.04405E-03 -6.25641E-04  8.35981E-05 -2.80316E-03  7.54258E-03   -19466.945583377157
         1806  3.30933E+00  3.23829E+00 -6.10693E-01 -2.04167E-01  7.66218E-01  1.14447E+00  3.25245E-01  1.85077E-01  6.84063E-01  2.29437E+00  1.01485E-01  1.00000E+00  1.07968E-02  4.76702E-04  8.87708E-03 -3.59460E-04 -6.50032E-04  4.73740E-03 -1.38369E-03  1.95587E-04 -1.67252E-03  6.66246E-03   -19444.635051887311
         1807  3.31968E+00  3.23396E+00 -6.15026E-01 -2.06343E-01  8.01103E-01  1.12045E+00  3.18965E-01  1.90549E-01  6.84989E-01  2.29909E+00  1.01485E-01  1.00000E+00  1.05576E-02  1.33215E-03  8.38113E-03 -1.17294E-03 -1.02223E-03  5.64502E-03 -2.07334E-03 -1.45631E-04 -1.69808E-03  7.78019E-03   -19383.553699875454
         1808  3.34208E+00  3.26800E+00 -6.21767E-01 -2.12640E-01  7.72946E-01  1.13497E+00  3.26115E-01  1.91445E-01  6.89505E-01  2.29552E+00  1.03917E-01  1.00000E+00  9.84083E-03  3.86270E-04  7.48275E-03 -3.29767E-04 -7.57074E-04  5.50158E-03 -2.05019E-03  6.20085E-04 -1.64793E-03  8.14226E-03   -19449.111090937422
         1809  3.33014E+00  3.25311E+00 -6.18454E-01 -2.07457E-01  7.70299E-01  1.12785E+00  3.29293E-01  1.96307E-01  6.93399E-01  2.29070E+00  1.02761E-01  1.00000E+00  9.45066E-03  2.48729E-04  8.00308E-03  2.94292E-04 -4.81440E-04  4.98461E-03 -1.34498E-03  4.31833E-06 -2.24760E-03  7.32152E-03   -19426.640300130006
         1810  3.39121E+00  3.27266E+00 -6.37036E-01 -2.16887E-01  8.23699E-01  1.16901E+00  3.12224E-01  1.84160E-01  6.78107E-01  2.29766E+00  1.03741E-01  1.00000E+00  1.23606E-02  2.76077E-04  7.81952E-03 -7.13235E-04 -1.40237E-03  5.31826E-03 -1.53757E-03  4.44496E-04 -1.85720E-03  6.55767E-03   -19347.110543225004
         1811  3.28511E+00  3.27990E+00 -6.06804E-01 -2.13351E-01  8.16983E-01  1.16522E+00  3.14364E-01  1.83484E-01  6.72530E-01  2.29697E+00  1.04716E-01  1.00000E+00  1.09045E-02  4.39474E-04  7.93904E-03  5.80663E-04 -1.30052E-03  5.50242E-03 -2.07334E-03 -2.95562E-04 -1.97408E-03  6.75262E-03   -19463.425424287751
         1812  3.33202E+00  3.25695E+00 -6.22315E-01 -2.08606E-01  7.97138E-01  1.12598E+00  3.18647E-01  1.93400E-01  6.83641E-01  2.29611E+00  1.03216E-01  1.00000E+00  9.70483E-03  2.37602E-05  7.45283E-03  8.74614E-04 -1.37020E-03  5.93834E-03 -1.21089E-03  1.48721E-04 -2.23070E-03  7.42475E-03   -19435.655878919537
         1813  3.35463E+00  3.23571E+00 -6.27046E-01 -2.04090E-01  8.15040E-01  1.15433E+00  3.12511E-01  1.89581E-01  6.89322E-01  2.29691E+00  1.05523E-01  1.00000E+00  1.03630E-02 -8.01995E-04  8.90269E-03  1.31051E-03 -2.65761E-03  5.98363E-03 -2.37500E-03  4.70027E-04 -2.27667E-03  8.16897E-03   -19474.450209685525
         1814  3.35697E+00  3.21700E+00 -6.25406E-01 -2.02285E-01  8.06097E-01  1.17756E+00  3.11261E-01  1.83310E-01  6.89876E-01  2.29916E+00  1.03160E-01  1.00000E+00  9.14024E-03 -4.17875E-04  7.63445E-03  6.85276E-04 -2.18468E-03  5.55673E-03 -3.12815E-04  4.34926E-04 -1.62290E-03  7.23908E-03   -19402.395180797987
         1815  3.30172E+00  3.23773E+00 -6.12467E-01 -2.00289E-01  7.68969E-01  1.14705E+00  3.22161E-01  1.92165E-01  6.82460E-01  2.29644E+00  1.03160E-01  1.00000E+00  1.03798E-02 -7.43042E-04  7.24317E-03  1.07246E-03 -2.00912E-03  4.67911E-03 -3.18562E-04  8.07136E-04 -1.54237E-03  6.91625E-03   -19475.490615438201
         1816  3.31728E+00  3.29746E+00 -6.17249E-01 -2.21990E-01  7.50564E-01  1.12113E+00  3.28611E-01  1.98887E-01  6.79722E-01  2.30340E+00  1.03181E-01  1.00000E+00  1.09859E-02 -6.66767E-04  7.05279E-03  1.06420E-03 -2.26065E-03  5.08890E-03  4.49573E-04  8.75679E-04 -1.39563E-03  7.69581E-03   -19550.221879499793
         1817  3.30176E+00  3.24275E+00 -6.06324E-01 -2.01638E-01  7.69827E-01  1.12818E+00  3.21984E-01  1.97704E-01  6.79326E-01  2.30260E+00  1.03060E-01  1.00000E+00  9.73201E-03 -4.68589E-04  6.75756E-03  1.35262E-03 -2.23145E-03  4.56294E-03 -3.72777E-04  3.43685E-04 -1.21129E-03  7.40119E-03   -19567.971598027605
         1818  3.27730E+00  3.26964E+00 -6.03893E-01 -2.11829E-01  7.78112E-01  1.12127E+00  3.25047E-01  1.98974E-01  6.81711E-01  2.30314E+00  1.03050E-01  1.00000E+00  1.15913E-02  2.28606E-04  6.87729E-03  9.06625E-04 -1.87860E-03  3.56886E-03 -1.39416E-03  2.84813E-04 -7.03310E-04  8.25458E-03   -19582.481591025142
         1819  3.29665E+00  3.26551E+00 -6.11395E-01 -2.14350E-01  7.80077E-01  1.12158E+00  3.25573E-01  1.96312E-01  6.88223E-01  2.29387E+00  1.03050E-01  1.00000E+00  1.09109E-02  3.13076E-04  6.84255E-03  9.99860E-04 -1.81059E-03  3.40226E-03 -8.46942E-04  3.29930E-04 -1.19627E-03  8.50574E-03   -19517.178768553964
         1820  3.29245E+00  3.22965E+00 -6.08958E-01 -2.04329E-01  7.41411E-01  1.13086E+00  3.36186E-01  1.94840E-01  6.87064E-01  2.30914E+00  1.03050E-01  1.00000E+00  1.07715E-02 -5.34467E-04  7.19534E-03  1.03932E-03 -1.77555E-03  3.37161E-03 -1.23159E-03  3.29689E-04 -4.59363E-04  8.93749E-03   -19521.490431919454
         1821  3.32628E+00  3.23719E+00 -6.19633E-01 -2.04364E-01  7.02916E-01  1.12103E+00  3.42648E-01  1.98830E-01  6.94918E-01  2.30765E+00  1.00620E-01  1.00000E+00  1.02172E-02 -4.81556E-04  7.48592E-03  1.15860E-03 -2.24669E-03  3.80561E-03 -1.73357E-03 -1.76123E-04 -9.32116E-04  9.74695E-03   -19515.821381143531
         1822  3.30759E+00  3.21071E+00 -6.13399E-01 -1.94420E-01  6.98985E-01  1.15438E+00  3.48315E-01  1.90473E-01  6.96019E-01  2.30004E+00  1.02678E-01  1.00000E+00  1.12546E-02 -1.61616E-03  8.21450E-03  1.25384E-03 -1.74660E-03  3.45379E-03 -1.33458E-03 -5.76546E-04 -5.11967E-04  9.78228E-03   -19451.979515594830
         1823  3.32588E+00  3.22758E+00 -6.17373E-01 -1.99612E-01  7.71327E-01  1.06743E+00  3.25366E-01  2.12874E-01  6.93983E-01  2.30400E+00  1.04595E-01  1.00000E+00  9.58366E-03 -8.65419E-04  9.01080E-03  9.63520E-04 -1.96975E-03  3.70158E-03 -6.03214E-04  2.31244E-04 -4.68903E-04  9.90883E-03   -19403.984023351211
         1824  3.25353E+00  3.25528E+00 -5.98639E-01 -2.10402E-01  7.84013E-01  1.03682E+00  3.18542E-01  2.24164E-01  6.98495E-01  2.30246E+00  1.01882E-01  1.00000E+00  1.08158E-02 -6.66644E-04  9.38454E-03  8.48501E-04 -1.46736E-03  3.37944E-03 -9.70637E-04 -5.25885E-04 -4.35874E-04  9.56643E-03   -19392.069979968088
         1825  3.31158E+00  3.23202E+00 -6.13394E-01 -2.03997E-01  8.16203E-01  1.10396E+00  3.12086E-01  2.09370E-01  6.95500E-01  2.30426E+00  1.02024E-01  1.00000E+00  1.11656E-02 -4.59792E-04  9.92294E-03 -2.57127E-05 -2.53123E-03  3.70225E-03 -9.44210E-04  6.19968E-04 -4.78859E-04  9.86745E-03   -19518.844674976910
         1826  3.31357E+00  3.26768E+00 -6.16686E-01 -2.09127E-01  8.02190E-01  1.10113E+00  3.17243E-01  2.09354E-01  6.93479E-01  2.30528E+00  1.01691E-01  1.00000E+00  9.00408E-03 -6.61399E-04  9.12380E-03  4.22007E-04 -2.95311E-03  3.87622E-03 -1.26973E-03  6.61476E-04 -7.64133E-04  9.33937E-03   -19491.557774245546
         1827  3.27595E+00  3.22370E+00 -6.06773E-01 -1.98155E-01  8.19984E-01  1.05324E+00  3.16677E-01  2.24072E-01  6.91293E-01  2.30685E+00  1.04010E-01  1.00000E+00  9.86693E-03 -4.15063E-04  9.80759E-03 -3.64780E-04 -3.38217E-03  4.26448E-03 -1.06569E-03  4.40965E-04 -5.55786E-04  8.35205E-03   -19362.662745859448
         1828  3.38405E+00  3.24949E+00 -6.37212E-01 -2.05038E-01  8.27511E-01  1.11058E+00  3.12096E-01  2.04069E-01  6.93544E-01  2.30106E+00  1.04695E-01  1.00000E+00  1.02548E-02  3.35220E-04  9.87567E-03 -1.16589E-04 -2.75453E-03  3.88231E-03 -1.33576E-03 -1.35337E-04 -1.08584E-03  9.02813E-03   -19533.815284004748
         1829  3.29659E+00  3.21578E+00 -6.08027E-01 -1.97519E-01  8.42957E-01  1.03766E+00  3.09523E-01  2.23349E-01  6.91965E-01  2.30793E+00  9.99326E-02  1.00000E+00  1.10063E-02  8.10125E-04  1.08572E-02  2.40203E-04 -2.86990E-03  3.73665E-03 -7.09392E-04  1.35630E-03 -1.66927E-03  7.82368E-03   -19620.327422065333
         1830  3.26519E+00  3.26349E+00 -6.00727E-01 -2.07159E-01  7.41818E-01  1.05456E+00  3.37421E-01  2.17140E-01  6.98948E-01  2.30454E+00  9.92962E-02  1.00000E+00  8.65717E-03  1.61935E-03  1.17041E-02  4.61235E-04 -2.31724E-03  4.08042E-03 -4.92649E-04  1.02118E-03 -2.29290E-03  8.35861E-03   -19432.950957192024
         1831  3.31414E+00  3.23711E+00 -6.14114E-01 -2.02568E-01  7.29881E-01  1.07529E+00  3.37943E-01  2.08206E-01  7.02374E-01  2.30387E+00  1.00946E-01  1.00000E+00  1.08235E-02  8.98851E-04  1.14360E-02  6.42569E-04 -2.37539E-03  4.09998E-03  3.18215E-05  2.05751E-03 -1.73719E-03  8.17137E-03   -19384.750124892729
         1832  3.25966E+00  3.22838E+00 -6.03901E-01 -2.02458E-01  7.31667E-01  1.10547E+00  3.36523E-01  2.05028E-01  7.03942E-01  2.30612E+00  1.02187E-01  1.00000E+00  9.85698E-03  1.90487E-03  1.21219E-02  7.24259E-04 -2.08786E-03  5.12755E-03  2.21834E-04  5.69919E-04 -2.03766E-03  7.14668E-03   -19319.089562027646
         1833  3.29186E+00  3.21649E+00 -6.09859E-01 -1.95567E-01  7.09198E-01  1.10478E+00  3.40217E-01  2.03289E-01  7.01273E-01  2.30572E+00  9.77953E-02  1.00000E+00  1.08028E-02  8.69535E-04  1.22464E-02  1.55425E-03 -1.57516E-03  5.23571E-03  3.04545E-04 -1.03671E-04 -1.80234E-03  7.41216E-03   -19294.582413489854
         1834  3.33233E+00  3.27343E+00 -6.20931E-01 -2.12527E-01  8.18560E-01  1.16167E+00  3.11000E-01  1.86759E-01  6.99995E-01  2.30850E+00  1.03343E-01  1.00000E+00  9.74495E-03  1.76042E-03  1.19045E-02  6.92310E-04 -1.23302E-03  5.72734E-03 -9.65387E-04  3.02830E-04 -1.61429E-03  7.34533E-03   -19233.298793892733
         1835  3.28346E+00  3.26809E+00 -6.04786E-01 -2.12515E-01  7.67224E-01  1.17312E+00  3.24971E-01  1.83221E-01  7.05874E-01  2.31812E+00  1.04202E-01  1.00000E+00  1.07506E-02  5.99913E-04  8.83465E-03  1.40036E-04 -1.04460E-03  6.11586E-03 -8.88676E-04  9.87790E-04 -1.69845E-03  7.42728E-03   -19274.387854807435
         1836  3.32905E+00  3.29030E+00 -6.18736E-01 -2.17043E-01  8.06204E-01  1.17352E+00  3.19419E-01  1.86559E-01  7.02156E-01  2.32065E+00  1.05190E-01  1.00000E+00  9.93377E-03  9.24477E-04  8.25468E-03  9.41194E-04 -4.93320E-04  5.46405E-03 -7.61108E-04  4.73704E-04 -8.73323E-04  7.49159E-03   -19362.116659860581
         1837  3.32466E+00  3.29583E+00 -6.16239E-01 -2.15519E-01  7.43845E-01  1.19070E+00  3.35216E-01  1.75485E-01  7.10197E-01  2.31330E+00  1.05832E-01  1.00000E+00  1.01587E-02 -1.95209E-04  7.80055E-03  9.24590E-04 -9.00849E-04  5.11333E-03 -1.39130E-03  5.37871E-04 -1.16976E-03  8.41833E-03   -19315.140867957409
         1838  3.31550E+00  3.29692E+00 -6.13636E-01 -2.20141E-01  8.11543E-01  1.15747E+00  3.17690E-01  1.86005E-01  7.01006E-01  2.30552E+00  1.00935E-01  1.00000E+00  1.00848E-02  4.68885E-04  7.69808E-03  7.68782E-04  3.42058E-04  4.94842E-03 -9.07743E-04  8.26137E-04 -6.95477E-04  6.89797E-03   -19393.376327461621
         1839  3.32833E+00  3.27060E+00 -6.21545E-01 -2.13550E-01  8.04460E-01  1.18859E+00  3.15635E-01  1.75150E-01  6.94838E-01  2.31237E+00  1.00442E-01  1.00000E+00  9.43318E-03 -2.90315E-04  7.94397E-03  6.49554E-04  3.46786E-04  4.69074E-03 -9.13898E-04  6.11348E-04 -1.26036E-03  7.80393E-03   -19371.947275075363
         1840  3.35740E+00  3.19878E+00 -6.33589E-01 -1.93576E-01  7.42573E-01  1.14529E+00  3.30756E-01  1.88258E-01  6.90469E-01  2.31234E+00  1.03736E-01  1.00000E+00  1.04606E-02 -5.29454E-04  8.73796E-03 -1.41844E-04  5.04494E-04  4.65523E-03 -7.02162E-04  1.84248E-03 -7.07377E-04  8.75157E-03   -19271.663503995664
         1841  3.28537E+00  3.22106E+00 -6.06623E-01 -2.01722E-01  7.81652E-01  1.18043E+00  3.20486E-01  1.77260E-01  7.02014E-01  2.30090E+00  1.03229E-01  1.00000E+00  8.98761E-03 -4.45299E-04  8.81778E-03 -4.81988E-04  7.00557E-04  5.95337E-03 -8.56017E-05  2.07941E-03 -2.20022E-05  8.36714E-03   -19187.338845426606
