TABLE NO.     2: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       SIGMA(1,1)   SIGMA(2,1)   SIGMA(2,2)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   OMEGA(5,1)   OMEGA(5,2)   OMEGA(5,3)   OMEGA(5,4)   OMEGA(5,5)   OMEGA(6,1)   OMEGA(6,2)   OMEGA(6,3)   OMEGA(6,4)   OMEGA(6,5)   OMEGA(6,6)   OMEGA(7,1)   OMEGA(7,2)   OMEGA(7,3)   OMEGA(7,4)   OMEGA(7,5)   OMEGA(7,6)   OMEGA(7,7)   OMEGA(8,1)   OMEGA(8,2)   OMEGA(8,3)   OMEGA(8,4)   OMEGA(8,5)   OMEGA(8,6)   OMEGA(8,7)   OMEGA(8,8)   MCMCOBJ
         1729  3.87310E+00 -2.33225E+00  5.38563E-01 -2.42180E-01  2.30695E+00  2.69494E-01  3.77465E+00 -7.61108E-01  8.70313E-03  0.00000E+00  2.32273E-02  3.19538E-01 -3.15379E-02  1.96002E-01  1.20247E-01 -3.05136E-02  1.38807E-01  1.34452E-02  4.75752E-02 -4.35923E-03  2.02215E-01  8.65918E-03  1.44645E-02  1.57256E-02  6.28876E-03  1.79358E-01 -6.47843E-02 -6.07811E-02 -1.98548E-03 -2.42558E-03 -6.69969E-02  2.65523E-01  8.59441E-02 -3.35439E-02  2.73809E-02 -4.21611E-02  1.21559E-02 -7.95616E-03  1.70020E-01  1.67175E-01  1.02325E-01  5.03839E-02  1.08596E-02 -2.02852E-02 -1.21438E-01  6.56812E-02  3.13933E-01   -6494.30056503318
         1730  3.99733E+00 -2.23517E+00  5.54102E-01 -1.82094E-01  2.22619E+00  9.69571E-02  3.71875E+00 -6.59673E-01  7.98585E-03  0.00000E+00  2.22602E-02  3.57122E-01 -1.74412E-01  3.00160E-01  8.33247E-02 -6.14847E-02  1.53144E-01 -2.55339E-02  8.31553E-02 -4.18300E-02  3.02238E-01 -2.23099E-03  4.56926E-02  4.20103E-03 -4.96358E-03  1.56663E-01 -9.43175E-03 -6.72543E-02  5.02272E-02 -2.80925E-02 -9.10007E-02  2.45022E-01  5.23065E-02 -3.37238E-02  3.65819E-02 -3.18298E-02 -2.31554E-02 -1.48672E-02  1.98108E-01  1.08672E-01  5.74761E-02  3.26700E-02  2.74164E-02  8.37925E-03 -8.97732E-02  7.75124E-02  2.29098E-01   -6543.66585372425
         1731  3.96872E+00 -2.37392E+00  6.52396E-01 -2.87555E-01  2.30812E+00  2.22307E-01  3.72243E+00 -7.64881E-01  9.34766E-03  0.00000E+00  2.22192E-02  3.05720E-01 -1.07660E-01  2.74780E-01  9.05245E-02 -2.85363E-03  1.19881E-01  8.47348E-02  6.65191E-03  2.34472E-02  3.34244E-01  5.41212E-02 -3.85606E-02  8.89448E-03 -8.59717E-03  1.58029E-01  4.70064E-03 -5.96280E-02 -2.50323E-02 -3.89580E-02 -2.64458E-02  2.90876E-01  1.01226E-02  6.97744E-04  5.09438E-02 -5.18643E-02  2.26987E-02 -1.08638E-01  2.40584E-01  9.93329E-02  8.04984E-02  8.37238E-02  7.76157E-02 -1.80753E-02 -7.77720E-02  7.39425E-02  2.46845E-01   -6436.62226876784
         1732  3.78216E+00 -2.14232E+00  6.07412E-01 -9.77100E-02  2.24884E+00  1.10301E-01  3.75997E+00 -7.13369E-01  9.24892E-03  0.00000E+00  2.38689E-02  3.37508E-01 -9.14799E-02  2.44035E-01  1.25503E-01 -4.23175E-02  1.50262E-01  8.19922E-02  1.41895E-02  4.18600E-02  3.31233E-01  1.31009E-02 -1.80202E-02 -6.20694E-03 -3.68095E-02  1.80673E-01 -6.74063E-02  1.27694E-03 -1.15852E-02  1.50658E-01 -1.41335E-01  3.69151E-01  6.40683E-02 -5.01313E-02  4.87292E-02 -7.20923E-02  2.84758E-02 -1.09890E-01  2.82228E-01  1.31512E-01  8.84102E-02  8.70344E-02  3.30766E-02  5.44320E-03 -9.09220E-02  9.19872E-02  2.59543E-01   -6433.52130589442
         1733  3.85118E+00 -2.19221E+00  6.22105E-01 -1.80007E-01  2.25760E+00  2.11535E-01  3.72768E+00 -6.98472E-01  9.45032E-03  0.00000E+00  2.34111E-02  2.12012E-01 -1.02910E-02  1.34487E-01  6.06413E-02 -1.02071E-02  1.38627E-01  2.12972E-02  3.41503E-02 -4.65004E-02  2.78350E-01  3.44520E-02  2.29349E-02  2.48208E-02  1.81023E-02  1.65170E-01 -3.77130E-02 -3.91568E-02  5.05555E-03 -1.76383E-02 -5.95734E-02  2.30683E-01 -2.47263E-03 -3.05129E-02  1.95827E-02 -7.17094E-02  6.14371E-04 -1.52254E-02  2.44010E-01  7.70232E-02  7.69702E-02  1.73610E-02  6.34399E-02 -1.80275E-03 -8.17054E-02  2.94434E-02  1.84730E-01   -6515.60947801926
         1734  3.83096E+00 -2.09722E+00  6.31437E-01 -2.98919E-01  2.31854E+00  1.56128E-01  3.61898E+00 -6.98719E-01  9.34222E-03  0.00000E+00  2.34765E-02  3.65676E-01 -3.29179E-02  2.35389E-01  1.24857E-01 -6.57580E-02  1.57657E-01  3.77586E-02  8.71270E-02  1.47268E-02  2.53869E-01  1.70938E-02  3.73919E-02 -1.74248E-02 -1.89749E-02  1.79160E-01 -3.99023E-02  4.82994E-02 -4.03781E-02 -1.74316E-02 -3.78453E-02  2.57500E-01 -3.96118E-04  4.82913E-03 -2.47349E-02 -5.56164E-02 -3.91145E-02  3.54374E-02  2.68581E-01  1.55334E-01  8.04493E-02  7.55311E-02  1.01798E-01 -1.25033E-02 -8.05758E-02  5.11594E-02  2.88219E-01   -6485.43000480105
         1735  3.84883E+00 -2.18351E+00  5.47497E-01 -2.17121E-01  2.44017E+00  1.34003E-01  3.80558E+00 -7.02136E-01  1.00416E-02  0.00000E+00  2.08556E-02  2.82778E-01 -5.42644E-02  2.24385E-01  7.20488E-02 -2.08666E-02  1.62642E-01  4.97768E-02  3.74727E-02 -3.48174E-02  2.77551E-01  5.61311E-03  4.85967E-02 -1.22819E-02 -3.27208E-02  1.90571E-01  4.03376E-03 -2.00284E-03 -7.52666E-03  1.01168E-01 -4.81600E-02  2.36793E-01 -1.80634E-02 -3.11155E-02 -1.03397E-03 -2.23872E-02  4.56106E-03  3.92014E-02  2.45828E-01  8.77872E-02  8.01596E-02  4.18260E-02  5.00262E-02  1.88533E-02 -6.40593E-02  1.37846E-02  2.06019E-01   -6441.49780509146
         1736  3.94232E+00 -2.24306E+00  5.34388E-01 -2.21281E-01  2.28247E+00  1.10481E-01  3.68885E+00 -6.39747E-01  1.11733E-02  0.00000E+00  2.15078E-02  2.39369E-01 -1.64338E-02  2.52030E-01  5.19480E-02 -3.58331E-02  1.38875E-01  5.56577E-02  1.27645E-01 -5.10100E-02  3.09175E-01  1.36755E-02  2.54481E-02  3.40405E-02 -3.62777E-02  1.82878E-01 -4.47584E-02 -4.29764E-02  6.09158E-03  5.74703E-02 -8.90250E-02  3.27781E-01  5.19731E-02 -5.05128E-02  9.05969E-03 -4.70426E-02 -7.96042E-03  5.11286E-02  1.64985E-01  1.50450E-01  9.70736E-02  4.14431E-02  5.86992E-02 -5.58503E-04 -1.00036E-01  3.84067E-02  2.68347E-01   -6464.02671566375
         1737  3.94546E+00 -2.31760E+00  4.95021E-01 -2.33575E-01  2.33207E+00  2.12995E-01  3.75199E+00 -6.53503E-01  9.85857E-03  0.00000E+00  2.06378E-02  2.83395E-01 -4.48717E-02  2.63166E-01  6.31294E-02 -2.31698E-02  1.45358E-01  6.30118E-02  1.68600E-01  1.81960E-02  3.80080E-01  4.48859E-02 -1.69385E-02  3.64735E-02 -4.60852E-02  2.06433E-01 -3.26363E-02  4.44652E-02  3.19997E-02  8.78623E-02 -8.67176E-02  2.53203E-01  3.40962E-03 -3.68426E-02  1.71996E-02 -1.04197E-01  4.64690E-02 -2.60489E-02  2.45763E-01  1.35140E-01  1.21125E-01  2.58422E-02  9.86327E-02  2.67102E-02 -5.13225E-02  5.62286E-02  2.73497E-01   -6506.78455278809
         1738  3.98401E+00 -2.33728E+00  6.02885E-01 -1.51558E-01  2.23175E+00  3.14324E-01  3.72927E+00 -7.41181E-01  1.01324E-02  0.00000E+00  2.18180E-02  2.36322E-01 -2.74257E-02  2.35445E-01  3.99619E-02 -4.09253E-02  1.01763E-01 -9.24683E-03  6.58607E-02  2.26614E-02  2.76027E-01  3.08841E-02  1.09225E-02 -6.91991E-03  5.15205E-04  1.89419E-01  6.24031E-03  2.25371E-03  3.48627E-02  4.64357E-02 -9.17375E-02  2.50325E-01  3.15702E-02 -4.38141E-02  3.92978E-03 -4.47744E-02  4.70755E-02 -5.50705E-02  2.11357E-01  8.01518E-02  6.89490E-02  1.22105E-02  6.99461E-03 -1.31564E-02  1.77302E-02  3.53720E-02  1.68931E-01   -6485.34159225529
         1739  3.86227E+00 -2.19691E+00  6.14570E-01 -6.78845E-02  2.26648E+00  2.87191E-01  3.69667E+00 -7.21234E-01  1.02955E-02  0.00000E+00  2.09084E-02  5.03122E-01 -2.13250E-02  1.79653E-01  1.16818E-01 -1.66189E-02  1.30508E-01 -2.02798E-02  4.63998E-02  4.93537E-03  2.59438E-01  1.39296E-01  1.23517E-02  1.29516E-03 -2.51020E-02  2.15673E-01 -1.13897E-01  3.59500E-02  2.19762E-02  5.02010E-02 -9.69459E-02  2.09017E-01  1.51202E-01 -6.29712E-02  4.70561E-02 -1.32477E-01  4.95119E-02 -6.01006E-02  2.98709E-01  2.03503E-01  5.60825E-02  4.78277E-02  3.88756E-02  3.25281E-02 -5.87268E-02  5.66784E-02  2.46135E-01   -6473.58707684614
         1740  3.83257E+00 -2.20577E+00  5.38986E-01 -2.04972E-01  2.40690E+00  2.15030E-01  3.70597E+00 -8.19609E-01  9.45397E-03  0.00000E+00  2.26634E-02  2.32464E-01 -5.43297E-02  1.45383E-01  1.38148E-02 -8.15062E-03  1.13719E-01 -4.49754E-03  3.62360E-02  3.19830E-02  2.62425E-01  3.63685E-02 -1.02100E-02 -6.71642E-02 -5.81133E-02  1.86737E-01 -8.00559E-02  3.82879E-02  1.49546E-02  3.82531E-02 -5.13698E-02  2.19795E-01  3.03175E-02 -2.83997E-02  5.72751E-02 -2.39552E-02 -1.49718E-02 -4.89353E-02  2.23806E-01  7.90088E-02 -1.97896E-02  4.99861E-02  1.91928E-02 -1.98403E-02 -4.34762E-02  1.00670E-01  2.47038E-01   -6400.45034991702
         1741  3.89997E+00 -2.17405E+00  5.50860E-01 -3.18934E-01  2.40326E+00  2.14313E-01  3.74654E+00 -6.71238E-01  1.10545E-02  0.00000E+00  2.32125E-02  2.72244E-01  1.51286E-02  1.51933E-01  2.96947E-02  1.69146E-02  9.76944E-02  3.20504E-02  3.60564E-02  2.25367E-02  2.65315E-01  4.15127E-02  3.43305E-02 -2.57767E-02 -2.99406E-02  1.96099E-01 -4.06233E-03  1.71931E-02  3.88197E-02  1.62669E-02 -3.47514E-02  1.74313E-01  3.02869E-02 -4.66711E-03  4.27225E-02 -7.36384E-02  3.23200E-02 -3.90264E-02  2.24371E-01  1.20926E-01  8.05837E-02  2.57367E-02  3.31448E-02  2.62479E-02 -4.46380E-02  8.05747E-02  2.40255E-01   -6398.80244692793
         1742  3.95496E+00 -2.37696E+00  5.53303E-01 -1.99888E-01  2.34123E+00  2.48781E-01  3.70389E+00 -8.83151E-01  1.21739E-02  0.00000E+00  2.16856E-02  3.75336E-01 -2.03803E-02  1.42138E-01  5.14165E-03 -7.42890E-03  1.32744E-01  1.44720E-01  3.78530E-02  1.39510E-03  4.01819E-01  1.08667E-01  6.60866E-03 -4.20957E-02  5.68317E-02  2.17967E-01 -4.81490E-02  1.67786E-02  7.22115E-02  4.72710E-04 -5.93251E-02  2.45440E-01 -3.62175E-02 -6.42833E-02  2.80253E-02 -1.28783E-01  9.84902E-03  2.86680E-02  2.99751E-01  2.87868E-02  3.33639E-02  2.05521E-02  5.16103E-02 -4.61683E-02 -3.46488E-02  9.99109E-02  2.87192E-01   -6435.17661386358
         1743  3.87629E+00 -2.17955E+00  5.45400E-01 -1.36178E-01  2.27435E+00  2.02318E-01  3.67394E+00 -7.44596E-01  1.00881E-02  0.00000E+00  2.21188E-02  4.53372E-01 -4.56642E-02  1.95392E-01  1.13817E-01  3.02120E-03  1.18559E-01  1.88718E-01  3.59592E-02  4.21256E-02  3.05583E-01 -7.43231E-03 -1.11605E-03  6.90420E-03 -5.33735E-02  1.86088E-01 -4.86471E-02  3.69094E-02  1.41281E-02  1.99582E-02 -2.22158E-02  2.05616E-01  5.31904E-02 -2.78090E-02  3.68117E-02 -3.13254E-02  6.05003E-02 -1.18039E-02  2.44721E-01  2.39824E-01  6.14374E-02  1.03181E-01  1.36161E-01 -2.16970E-02 -2.97737E-02  1.00600E-01  3.32059E-01   -6455.41508655288
         1744  3.86615E+00 -2.23317E+00  5.56882E-01 -2.21461E-01  2.18112E+00  1.94683E-01  3.59457E+00 -7.50503E-01  8.90914E-03  0.00000E+00  2.24845E-02  2.49623E-01 -1.30259E-01  3.25706E-01  6.17081E-02 -1.33223E-02  1.09132E-01  5.94809E-04  4.59731E-02  5.75070E-03  2.58757E-01  6.82855E-03  4.04179E-02  2.21281E-03 -1.00885E-02  1.64990E-01 -4.75676E-02  6.55842E-02  4.93519E-02  9.23232E-02 -5.83136E-02  2.62612E-01  4.51955E-02 -6.21317E-02 -6.47046E-03 -6.43969E-02  1.33216E-02 -4.48618E-02  2.17160E-01  1.42770E-02  1.21010E-01  9.32120E-03  2.81468E-02  1.33789E-02 -1.66733E-02  6.17283E-02  2.06549E-01   -6516.24318190924
         1745  3.99794E+00 -2.28940E+00  6.27344E-01 -1.78248E-01  2.28822E+00  2.85573E-01  3.69125E+00 -6.79602E-01  9.61354E-03  0.00000E+00  2.16866E-02  2.68923E-01 -1.98849E-02  3.21230E-01  6.67772E-02 -5.89514E-02  1.64298E-01  1.08904E-01  1.43894E-01 -2.95673E-02  3.77682E-01  2.53822E-02  1.88694E-02  1.54759E-02 -1.95207E-02  1.68067E-01  4.50250E-02  4.83058E-02  7.64423E-02  9.05223E-02 -3.64755E-03  2.14836E-01  3.88498E-02  3.23182E-02 -5.43662E-03  5.93389E-02  1.81591E-03  5.05531E-02  2.47196E-01  5.93801E-02  1.28291E-01 -2.10989E-02  1.36580E-01 -2.37917E-02  3.65317E-02  1.17872E-01  2.42463E-01   -6435.06156632584
         1746  4.01743E+00 -2.18462E+00  5.57803E-01 -4.40124E-02  2.20627E+00  2.07100E-01  3.77396E+00 -6.85013E-01  9.00747E-03  0.00000E+00  2.20659E-02  3.56114E-01  1.77524E-03  2.39878E-01  7.54909E-02  3.83366E-02  1.35709E-01  1.64960E-02  1.21645E-01  6.74180E-02  2.33232E-01  2.95587E-02 -5.65797E-02 -7.43009E-02 -1.04972E-01  2.93700E-01  1.31989E-02  8.25841E-02  1.33652E-01  1.50147E-01 -1.52353E-01  3.24013E-01  3.32073E-02 -4.17520E-02  2.84715E-02 -3.57602E-02 -8.92763E-03  2.50700E-02  2.11502E-01  9.11810E-02  1.40812E-01  3.93050E-02  5.88182E-02 -9.45553E-02  6.02707E-02  9.13123E-02  3.19409E-01   -6467.40322978605
         1747  3.83327E+00 -2.31955E+00  5.01028E-01 -1.86663E-01  2.19077E+00  1.81762E-01  3.73157E+00 -6.48766E-01  9.90022E-03  0.00000E+00  2.33825E-02  2.72575E-01 -4.95529E-02  1.99495E-01  6.02187E-02 -2.19085E-02  1.12078E-01  7.31586E-02  6.43563E-02  1.19313E-02  2.24494E-01  9.13431E-03  2.17874E-02 -5.79366E-02 -4.84141E-02  2.41568E-01  1.26336E-02 -9.64939E-03  6.86291E-02  5.06776E-02 -1.27931E-01  3.35173E-01  1.89550E-03 -8.01428E-02  9.41481E-04 -9.74976E-02  1.13418E-02 -4.44136E-02  1.96698E-01  6.76840E-02  3.93273E-02  1.03461E-02  1.00499E-02  1.37836E-02 -5.55139E-02  3.71113E-02  1.69584E-01   -6433.56087776670
         1748  3.92116E+00 -2.26933E+00  4.78729E-01 -1.60270E-01  2.24241E+00  2.23920E-01  3.81827E+00 -6.57123E-01  9.32919E-03  0.00000E+00  2.48074E-02  2.50547E-01 -6.33299E-02  2.16212E-01  6.26958E-02 -3.69633E-02  1.28157E-01  1.64378E-02  4.09285E-02 -3.06118E-02  1.88705E-01 -6.66808E-02  9.05688E-03 -4.88260E-02 -3.44056E-02  2.69784E-01  9.89953E-03 -6.61607E-02  3.58398E-02  2.96452E-02 -7.10101E-02  2.31372E-01  6.60524E-03 -6.57904E-02  5.00059E-04 -5.69657E-02  3.28996E-03  5.01244E-03  1.86919E-01  5.30990E-02  9.65859E-02  4.89714E-03  1.07343E-02 -5.39990E-02 -9.17546E-02  1.59633E-03  1.73520E-01   -6453.96062252029
         1749  3.99730E+00 -2.25717E+00  5.72858E-01 -1.89128E-01  2.22400E+00  1.55720E-01  3.67297E+00 -6.12007E-01  9.02288E-03  0.00000E+00  2.02179E-02  2.94225E-01  7.97299E-05  1.88875E-01  6.90937E-02  2.02080E-03  1.25410E-01  1.86531E-02  7.27846E-02 -3.12768E-02  2.32814E-01 -2.25838E-02  2.36932E-02  8.31644E-03 -7.10522E-02  2.69488E-01 -9.51380E-03  3.54508E-03 -6.83399E-03  7.95912E-02 -1.03310E-01  2.45255E-01  3.75377E-02 -2.21197E-02  4.45523E-02 -8.19390E-02  8.40455E-02 -3.10718E-02  2.41440E-01  1.50442E-01  6.14754E-02  8.66317E-02 -1.77381E-02 -6.05156E-02 -5.67908E-02  3.32177E-02  2.81042E-01   -6536.16207308459
         1750  3.92322E+00 -2.19109E+00  5.78597E-01 -8.23126E-02  2.39733E+00  2.16818E-01  3.64489E+00 -7.68537E-01  8.59593E-03  0.00000E+00  2.21294E-02  3.54804E-01  1.38324E-02  2.35282E-01  3.77947E-02 -5.40589E-03  1.23279E-01  6.32913E-02  5.64794E-02 -1.50979E-02  2.55415E-01  8.17839E-02  1.76569E-02  1.76506E-02 -2.41749E-02  1.80356E-01 -1.43366E-01 -6.64679E-02 -5.95252E-03 -3.49788E-02 -1.29087E-01  2.52647E-01  4.21666E-02 -3.14350E-02  2.08100E-02 -6.69956E-02  4.27357E-02 -2.38639E-03  1.77314E-01  1.41111E-01  1.14642E-01  8.33096E-03  5.70812E-02 -3.51007E-02 -9.02909E-02  3.09986E-02  2.96011E-01   -6552.74932953974
         1751  3.89111E+00 -2.38656E+00  5.51663E-01 -2.53355E-01  2.19274E+00  5.36858E-01  3.88524E+00 -7.19044E-01  8.81211E-03  0.00000E+00  2.48244E-02  2.27807E-01  5.42654E-03  2.11413E-01  1.82518E-02  2.26590E-02  9.09181E-02  3.57085E-02  1.99627E-02 -2.00621E-02  2.30106E-01  3.93453E-02 -8.56142E-03 -1.35876E-02 -5.13048E-02  1.89775E-01 -4.94320E-02 -2.54260E-02 -1.61194E-02  3.06122E-02 -8.73849E-02  2.59906E-01 -7.65121E-04 -4.29115E-02  9.21108E-03 -1.01664E-01  3.07885E-02 -3.01242E-02  2.23421E-01  3.49559E-02  8.79048E-02  2.48478E-02 -5.03808E-02  1.57753E-02 -1.14512E-01  4.44172E-02  2.82009E-01   -6475.69949034947
         1752  3.81930E+00 -2.25875E+00  5.18275E-01 -2.49535E-01  2.35254E+00  3.87772E-01  3.64816E+00 -7.98327E-01  9.01474E-03  0.00000E+00  2.08995E-02  2.07302E-01 -3.74452E-02  2.50510E-01  2.05889E-02 -6.06332E-02  1.75728E-01  3.78854E-02  4.95051E-02 -8.38001E-03  2.25080E-01  2.00636E-02  4.10008E-02  1.42123E-02  1.51611E-02  1.77076E-01 -5.84986E-03 -1.03484E-02  6.96843E-02  3.61885E-02 -6.98869E-02  3.19428E-01  2.82994E-02 -5.15135E-02  1.95883E-02 -1.14705E-02  2.64441E-02 -1.31949E-02  1.85414E-01  7.61977E-02  3.29177E-02 -2.12918E-03  4.05381E-02  1.07633E-02 -4.74458E-02  5.26017E-02  1.81877E-01   -6531.58125484178
         1753  3.89563E+00 -2.38328E+00  5.12355E-01 -2.72306E-01  2.25911E+00  1.94572E-01  3.66826E+00 -7.73841E-01  8.60414E-03  0.00000E+00  2.18925E-02  2.50069E-01 -5.91068E-03  2.19413E-01  6.81580E-02  6.65902E-03  1.42371E-01  4.47864E-02  6.14664E-03  3.18381E-02  2.39287E-01 -2.24379E-03  3.24588E-02  8.80295E-03 -8.99616E-02  2.59405E-01 -4.23398E-03 -1.53748E-03  2.35003E-02  7.72437E-02 -1.52180E-01  2.93825E-01  1.67793E-02 -5.40485E-02  6.39937E-02 -5.54293E-02  5.37173E-02 -4.36935E-02  2.19622E-01  9.32590E-02  6.85066E-02  6.57941E-02  5.69689E-02 -5.18934E-03 -6.21102E-02  7.11277E-02  2.80103E-01   -6534.82162146001
         1754  4.01946E+00 -2.23094E+00  5.45194E-01 -2.40729E-01  2.26649E+00  2.58498E-01  3.73962E+00 -7.35275E-01  8.74397E-03  0.00000E+00  2.04420E-02  2.27706E-01 -5.30627E-02  2.10548E-01  6.75292E-02 -3.76114E-02  1.61651E-01  3.56030E-02  7.12469E-02 -4.79417E-03  2.55047E-01  5.79157E-03  3.23835E-02 -1.90100E-02  1.43139E-02  2.25457E-01  1.20526E-02  9.08373E-03 -1.54333E-02 -1.45926E-02 -5.92828E-02  3.02432E-01  4.33145E-02 -2.80130E-02  2.02583E-02 -1.98213E-02  2.36195E-02  2.00537E-02  2.46039E-01  8.11599E-02  6.43085E-02  1.91989E-02  5.55438E-02  2.12342E-02 -2.61865E-02  1.11275E-01  2.41555E-01   -6515.02926835986
         1755  3.78433E+00 -2.11808E+00  5.25318E-01 -2.35109E-01  2.33048E+00  3.13678E-01  3.57600E+00 -7.45224E-01  9.75868E-03  0.00000E+00  2.17055E-02  2.23759E-01 -3.03085E-02  1.78661E-01  5.48200E-02 -1.87472E-02  1.20413E-01  3.51950E-02  3.90347E-02  1.05728E-02  2.19133E-01  1.83141E-02 -1.64377E-03 -1.82345E-02 -6.90833E-02  2.74599E-01  8.88293E-04 -4.69494E-03  9.46100E-03  3.42511E-02 -1.00998E-01  2.20530E-01  6.16347E-03 -6.56544E-02  3.56262E-02 -6.84315E-02  5.28414E-02 -3.41838E-02  2.64439E-01  8.61935E-02  5.82362E-02  4.37512E-02  5.05951E-02  6.87479E-03 -6.09763E-02  5.24024E-02  2.18733E-01   -6525.27473546532
         1756  3.74673E+00 -2.16437E+00  5.59670E-01 -1.65864E-01  2.14026E+00  3.18365E-01  3.70074E+00 -8.07891E-01  8.76001E-03  0.00000E+00  2.14239E-02  2.44689E-01  1.73440E-02  2.07571E-01  7.21502E-02 -2.21428E-02  1.39143E-01  2.79118E-02  5.55488E-02 -4.71098E-02  2.72817E-01  3.25485E-02 -2.78374E-02  2.87538E-02 -6.32981E-02  2.00479E-01 -3.28440E-02 -1.76845E-02  1.90993E-02  9.69372E-03 -9.90932E-02  2.16099E-01 -2.42907E-02 -7.47271E-02  7.03765E-02 -9.21983E-02  5.64773E-02  6.59014E-03  2.65089E-01  1.04100E-01  9.05332E-02  6.18817E-02  9.86574E-02  8.01229E-03 -3.64699E-02  3.59818E-02  2.95578E-01   -6521.12529495388
         1757  3.87750E+00 -2.11059E+00  6.04325E-01 -1.32835E-01  2.25909E+00  2.19007E-01  3.66866E+00 -6.41569E-01  8.25796E-03  0.00000E+00  2.38458E-02  3.01686E-01 -4.37850E-02  1.86898E-01  6.82665E-02 -1.37381E-02  1.14972E-01  3.97701E-02  2.22803E-02 -1.76205E-02  2.42398E-01  4.28593E-02 -1.79122E-03  1.39962E-02  1.90309E-03  1.72181E-01 -4.69147E-02  6.16214E-03  2.93839E-02  1.04634E-02 -6.90469E-02  1.97916E-01  4.82891E-02  2.87648E-02  5.67685E-02 -9.84814E-02  3.91705E-02 -8.26230E-02  2.92252E-01  7.18294E-02  1.24984E-01  4.50312E-02  2.55506E-02 -1.35243E-02 -3.29578E-02  1.32274E-01  2.89430E-01   -6480.26714982503
         1758  3.98547E+00 -2.19363E+00  6.02391E-01 -1.76402E-01  2.20700E+00  2.65083E-01  3.66403E+00 -7.12779E-01  9.38127E-03  0.00000E+00  2.32298E-02  2.43684E-01 -8.08140E-02  2.42941E-01  1.45520E-02  6.16332E-03  1.53342E-01 -4.81777E-02  6.83687E-02 -3.10582E-02  2.52510E-01  1.93476E-02  1.17100E-01 -1.22547E-03  1.86881E-02  3.56257E-01 -5.41028E-02 -2.09552E-02  2.21507E-02  3.19519E-03 -1.26921E-01  2.05171E-01  3.20939E-02 -5.74317E-02  1.01403E-02 -6.65220E-02 -4.92451E-02  2.38118E-03  1.92027E-01  6.76437E-02  5.42307E-02  1.97613E-02 -3.17410E-02 -3.42966E-02 -7.31643E-02  4.48570E-02  2.22476E-01   -6489.70698661076
         1759  3.98037E+00 -2.27091E+00  6.25859E-01 -1.65750E-01  2.26034E+00  2.67940E-01  3.68170E+00 -7.28508E-01  9.76257E-03  0.00000E+00  2.38358E-02  2.07407E-01  4.34111E-03  1.51704E-01  2.47698E-02  1.10125E-02  1.42020E-01  3.56965E-02  7.63402E-02 -2.62972E-02  3.34263E-01  2.49679E-02 -2.07081E-02 -2.72038E-02 -7.00702E-02  2.56847E-01 -7.25500E-02 -1.51088E-02  7.59447E-04  1.77834E-02 -1.03292E-01  2.24519E-01  2.01471E-02 -3.07552E-02  2.05930E-02 -5.15104E-02 -1.36599E-02 -8.96692E-03  1.97994E-01  5.33133E-02  8.82410E-02  7.62490E-02  7.05687E-02 -1.17004E-02 -1.03739E-01  5.10336E-02  2.89632E-01   -6496.11565083874
         1760  3.99469E+00 -2.24330E+00  6.17207E-01 -1.34605E-01  2.29242E+00  1.41146E-01  3.75207E+00 -6.16515E-01  9.60145E-03  0.00000E+00  2.19955E-02  3.73299E-01 -3.88481E-02  1.45554E-01  7.37733E-02  1.81291E-02  1.66255E-01  5.02062E-02  6.70228E-02  1.76197E-02  2.67067E-01  5.95061E-02  2.54882E-02  2.89724E-03 -1.33755E-03  2.05722E-01 -9.08393E-02 -3.67319E-03  4.62387E-04 -4.46477E-04 -2.90856E-02  2.37361E-01  5.07138E-02 -2.11412E-02  6.54894E-02 -4.35099E-02  1.02030E-02 -1.72505E-02  1.69259E-01  1.08880E-01  1.02350E-01  7.14610E-02  1.10394E-01  4.91728E-03 -1.27709E-01  5.06266E-02  2.96150E-01   -6526.57032041029
         1761  3.85467E+00 -2.16964E+00  5.73958E-01 -2.15665E-01  2.39131E+00  2.62324E-01  3.72536E+00 -7.86386E-01  9.07232E-03  0.00000E+00  2.25156E-02  2.96585E-01  1.59785E-02  1.62822E-01  4.37856E-02  9.26427E-03  1.07958E-01  6.86002E-02  4.21811E-03 -3.93100E-03  2.66215E-01  4.26609E-02  1.03811E-02 -5.48350E-04 -3.69094E-02  1.97816E-01 -5.99198E-02  1.66662E-02  3.60090E-02  3.65250E-05 -6.19040E-02  2.03466E-01  4.38394E-02  1.60226E-02  2.71763E-02 -5.12427E-02  3.76098E-02 -7.16267E-03  2.19440E-01  1.09151E-01  6.50291E-02  2.97496E-02  3.36781E-02  2.40252E-03 -4.72246E-02  8.02100E-02  1.79897E-01   -6504.42534085841
