TABLE NO.     2: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       SIGMA(1,1)   SIGMA(2,1)   SIGMA(2,2)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   OMEGA(5,1)   OMEGA(5,2)   OMEGA(5,3)   OMEGA(5,4)   OMEGA(5,5)   OMEGA(6,1)   OMEGA(6,2)   OMEGA(6,3)   OMEGA(6,4)   OMEGA(6,5)   OMEGA(6,6)   OMEGA(7,1)   OMEGA(7,2)   OMEGA(7,3)   OMEGA(7,4)   OMEGA(7,5)   OMEGA(7,6)   OMEGA(7,7)   OMEGA(8,1)   OMEGA(8,2)   OMEGA(8,3)   OMEGA(8,4)   OMEGA(8,5)   OMEGA(8,6)   OMEGA(8,7)   OMEGA(8,8)   MCMCOBJ
         8874  3.87809E+00 -2.14740E+00  4.98373E-01 -1.69592E-01  2.29800E+00  2.10787E-01  3.58817E+00 -8.89733E-01  8.61291E-03  0.00000E+00  2.26638E-02  4.89081E-01 -1.55925E-01  2.45617E-01  7.44237E-02 -6.13439E-02  1.91175E-01  5.18687E-02  1.46836E-01  5.88540E-02  3.97903E-01  1.07285E-01 -9.74484E-02  2.73137E-02 -1.02332E-01  2.76567E-01 -4.38243E-02 -1.71039E-02  4.72707E-02 -2.24454E-02 -4.97055E-02  2.05885E-01  2.06994E-02 -1.43827E-01  6.43272E-02 -1.97946E-01  1.63411E-01  3.15526E-02  3.47398E-01  1.25907E-01  2.47812E-02  6.27537E-02  1.13408E-01  4.67081E-02 -5.48434E-02  3.15571E-02  2.39017E-01   -6444.69822290983
         8875  3.90740E+00 -2.05945E+00  5.67109E-01 -7.11207E-03  2.21569E+00  2.65392E-01  3.53424E+00 -6.68518E-01  8.91195E-03  0.00000E+00  2.27455E-02  3.49986E-01 -7.26527E-02  2.11492E-01  3.85390E-02  5.18046E-02  1.38933E-01  1.29033E-01  8.10464E-02  3.83248E-02  3.59853E-01  4.53751E-02  1.12720E-02 -2.07630E-02  3.15887E-02  1.60023E-01  2.50569E-02 -3.27549E-03  2.71105E-02 -6.71706E-03 -6.71551E-02  2.09865E-01  2.91271E-02 -4.41359E-02  2.14449E-02 -1.12644E-01 -3.35761E-03  6.68563E-04  2.64260E-01  1.54551E-01  5.45586E-02  7.55573E-02  1.04454E-01  3.29422E-02 -9.12218E-03  8.03662E-02  2.55437E-01   -6476.59302970838
         8876  3.78767E+00 -2.13898E+00  6.21809E-01 -1.34020E-01  2.31669E+00  1.91215E-01  3.64010E+00 -7.18577E-01  9.05940E-03  0.00000E+00  2.26800E-02  3.36522E-01 -7.90464E-02  2.22391E-01  5.61083E-03 -2.18834E-02  1.44359E-01  9.95730E-02  7.51978E-02  1.64954E-02  2.97899E-01  9.09442E-02  7.91997E-03 -3.68888E-02  2.44560E-02  1.91186E-01 -5.83728E-02  2.84369E-02 -3.95490E-03 -1.16027E-02 -6.53000E-02  2.52250E-01  5.22141E-02 -3.18637E-02  2.57116E-02  1.56909E-02  8.15884E-03  3.04050E-02  2.15624E-01  9.75670E-02  5.41304E-02  3.87518E-02  1.23421E-01  1.13711E-02 -4.58333E-02  8.52334E-02  2.25644E-01   -6512.93910831154
         8877  3.88922E+00 -2.28971E+00  6.75504E-01 -2.45117E-01  2.10530E+00  2.77109E-01  3.82191E+00 -6.48579E-01  9.04374E-03  0.00000E+00  2.13082E-02  2.39574E-01 -5.90607E-02  2.17097E-01 -1.32571E-03  2.52282E-02  1.39023E-01  4.08567E-02  6.85625E-02 -5.51777E-03  2.32186E-01 -9.83389E-04 -1.76537E-02 -2.55737E-03 -3.40619E-02  1.70048E-01 -1.34086E-02  3.36976E-03 -3.29927E-05  2.69090E-03 -5.29974E-02  1.40599E-01 -3.70128E-02 -3.78851E-02  1.60935E-02 -1.31171E-01  2.17392E-02 -2.83340E-02  3.25780E-01  1.46412E-02  1.11905E-01  4.46649E-02  4.44605E-02 -2.46607E-02 -2.73783E-02  5.65330E-02  2.43113E-01   -6529.30284164927
         8878  3.98832E+00 -2.32808E+00  5.49663E-01 -1.58057E-01  2.24480E+00  2.13257E-01  3.64674E+00 -7.45106E-01  9.30276E-03  0.00000E+00  2.29793E-02  3.05148E-01 -3.67928E-02  2.24030E-01  1.59350E-02  3.25338E-02  1.12547E-01  3.90800E-02  1.09565E-01  2.52881E-02  2.54271E-01  1.22491E-02 -1.63102E-03  2.13211E-02 -4.50753E-02  1.69699E-01 -2.82570E-02  2.75891E-02  7.49386E-03  6.65493E-04 -3.49569E-02  1.22536E-01  2.73309E-02 -5.90284E-02  3.47828E-02 -3.32312E-02  1.05502E-02  1.36227E-02  2.19807E-01  1.20759E-01  1.00876E-01  4.03023E-02  1.18339E-01 -4.28008E-02  1.57654E-03  8.82786E-02  3.13210E-01   -6530.70940340775
         8879  3.79375E+00 -2.31310E+00  5.29423E-01 -2.51525E-01  2.34256E+00  2.59301E-01  3.70671E+00 -8.24329E-01  9.91889E-03  0.00000E+00  2.06336E-02  2.26403E-01 -1.56040E-02  2.61083E-01  1.21677E-02  3.78299E-02  1.10074E-01 -3.72549E-03  3.96807E-02 -1.55684E-02  1.95009E-01  8.94768E-02  5.45984E-02  2.54649E-02 -7.14590E-02  2.99939E-01 -3.41388E-02  3.61649E-02  1.49391E-02  3.65872E-02 -1.06707E-01  1.94433E-01 -1.24656E-03 -1.13982E-01  3.14649E-02 -4.42819E-02  1.81731E-02 -5.51626E-02  2.68491E-01  9.59114E-02  4.86112E-02  1.81782E-02  4.33340E-03  7.77448E-02 -7.14218E-02  5.90616E-02  2.41964E-01   -6486.96857369750
         8880  3.84915E+00 -2.29099E+00  5.26961E-01 -1.68379E-01  2.29392E+00  2.53331E-01  3.71454E+00 -6.89506E-01  9.04940E-03  0.00000E+00  2.12717E-02  1.80743E-01 -6.14339E-02  2.07167E-01  1.81343E-02  3.15115E-04  1.62862E-01  2.14675E-02  8.96866E-02 -6.81655E-02  2.93237E-01  3.13165E-02  3.67962E-03 -1.70282E-02 -4.97629E-02  2.15273E-01 -4.18754E-02  5.08705E-02  1.60086E-02  2.01758E-02 -9.08995E-02  1.62303E-01  3.73106E-03 -7.95262E-02  4.66186E-02 -9.78678E-02 -3.23021E-02  1.65461E-02  2.35871E-01  1.59867E-02  8.39549E-02  4.14148E-03  4.61524E-02 -8.43820E-03  2.34476E-03  3.47729E-02  2.05663E-01   -6460.18850299276
         8881  3.82755E+00 -2.19711E+00  4.93601E-01 -1.35549E-01  2.32700E+00  1.94768E-01  3.69984E+00 -5.24023E-01  1.03031E-02  0.00000E+00  2.23007E-02  2.73798E-01 -5.03878E-02  1.99108E-01  1.25706E-01 -8.79758E-03  2.41501E-01  6.26382E-02  8.01784E-02  2.64776E-02  2.75652E-01  5.24612E-03  1.34048E-02 -3.19457E-02 -6.74180E-02  2.05871E-01 -5.11273E-03  3.01423E-02  2.70017E-02  1.21398E-02 -5.49506E-02  1.40283E-01  5.89565E-02 -8.81915E-02  6.40119E-02 -6.03877E-02  1.32632E-02 -5.31455E-03  3.37491E-01  1.62046E-01  3.71796E-02  1.79495E-01  8.14328E-02 -6.03478E-02  8.39740E-04  1.45264E-01  3.89896E-01   -6459.99038592109
         8882  3.92496E+00 -2.30440E+00  4.84985E-01 -1.47839E-01  2.28897E+00  2.50711E-01  3.80988E+00 -6.44221E-01  9.28027E-03  0.00000E+00  2.05674E-02  2.65989E-01 -2.65492E-02  1.75910E-01  2.16368E-02  7.75286E-03  1.46456E-01  1.97802E-02  6.67961E-02  5.03688E-02  3.76267E-01  5.15754E-02 -3.40607E-02 -3.26656E-02 -1.09604E-01  2.53809E-01 -6.12775E-02  7.76187E-03  5.37747E-02  7.20354E-02 -1.09026E-01  2.00339E-01  3.65585E-02 -9.74970E-02  1.79500E-02 -6.63025E-02  5.79994E-02  8.03835E-03  2.47737E-01  9.97710E-02  8.83127E-02  7.72953E-02  3.62053E-02 -4.49893E-02 -2.66083E-02  2.30845E-02  3.42656E-01   -6481.57505255295
         8883  4.00865E+00 -2.32588E+00  5.14594E-01 -2.49495E-01  2.25611E+00  2.16319E-01  3.78544E+00 -6.98239E-01  9.40424E-03  0.00000E+00  2.15926E-02  3.07755E-01 -1.19694E-02  1.91878E-01  2.32079E-02 -4.94677E-02  1.46646E-01  9.09018E-02  2.30376E-02 -2.31202E-02  3.03649E-01  7.76003E-03  1.56453E-02 -2.35828E-02 -7.67922E-02  2.18658E-01 -6.52874E-02  2.16502E-02  4.75645E-02 -5.05654E-02  1.08818E-03  1.74543E-01  3.00364E-02 -3.25439E-02  3.03594E-02 -8.74256E-02  7.57654E-03  2.54587E-02  1.99565E-01  6.70065E-02  3.85451E-02  1.20020E-02  4.84843E-02 -4.25957E-02 -5.25553E-02  3.58298E-03  1.62110E-01   -6475.83381428537
         8884  3.92265E+00 -2.29069E+00  5.79861E-01 -7.63034E-02  2.25394E+00  3.08913E-01  3.65452E+00 -6.62491E-01  9.76091E-03  0.00000E+00  2.29294E-02  4.15635E-01  1.10432E-02  2.39074E-01  1.17873E-01 -6.50574E-02  2.18678E-01  9.14335E-02  8.78233E-02 -3.60545E-02  2.33929E-01  4.92834E-02  4.52673E-02  9.63196E-03 -1.80271E-02  2.18997E-01 -3.03482E-02  9.04492E-04 -1.55917E-02 -4.14370E-02 -4.93228E-02  2.16033E-01 -3.09304E-02 -8.60192E-02  4.36969E-02 -8.33318E-02  2.29560E-02 -6.71406E-03  2.28315E-01  2.06049E-01  5.24277E-02  1.04415E-01  6.84088E-02  2.94818E-02 -7.42758E-02  2.79216E-04  2.65397E-01   -6460.59256710217
         8885  3.98407E+00 -2.26269E+00  6.19131E-01 -1.41537E-01  2.29016E+00  2.61364E-01  3.70961E+00 -7.16734E-01  9.49916E-03  0.00000E+00  2.24257E-02  2.63968E-01 -6.51682E-02  2.15102E-01  5.54088E-02 -1.80337E-02  1.97545E-01  4.12379E-02  1.11750E-02  1.59035E-02  2.42860E-01  1.04626E-01 -2.43457E-02  7.16584E-02 -8.38573E-02  3.60710E-01 -3.35679E-02 -3.92890E-02  1.68004E-02  3.62307E-02 -1.01290E-01  3.35489E-01  3.93010E-02 -5.15895E-02  4.12830E-02 -6.19970E-02  6.28365E-02  2.13724E-02  1.95673E-01  5.44902E-02  8.03567E-02  6.56424E-02  6.06832E-03  2.16340E-02 -1.25350E-01  3.45142E-02  2.25586E-01   -6495.64491442475
         8886  3.94725E+00 -2.25390E+00  4.99041E-01 -2.05639E-01  2.25008E+00  2.94456E-01  3.70005E+00 -7.66937E-01  9.49506E-03  0.00000E+00  2.16145E-02  2.33279E-01 -5.67926E-02  2.67349E-01  4.95647E-02 -2.69533E-02  1.37276E-01 -3.68608E-02  1.00754E-01 -1.20077E-02  3.20655E-01  2.15782E-02  3.29226E-02  4.95810E-03 -2.34276E-02  1.70183E-01  6.49232E-03 -2.40391E-02  3.83495E-02 -8.22873E-02 -7.29593E-02  2.45759E-01  7.63193E-02 -6.95193E-02  3.86723E-02 -6.96635E-02  4.12520E-03  2.19297E-02  2.56338E-01  9.99792E-02  3.85723E-02  6.21071E-02  2.82962E-02  3.14589E-02 -3.82529E-02  6.72272E-02  2.10109E-01   -6516.45181033793
         8887  3.95876E+00 -2.15908E+00  5.55145E-01 -1.24068E-01  2.30307E+00  3.03473E-01  3.75447E+00 -6.92095E-01  9.59117E-03  0.00000E+00  2.19929E-02  3.48621E-01 -6.56515E-02  2.02600E-01  7.85529E-02  1.60613E-03  1.30769E-01 -2.16206E-02  9.32223E-02  1.42113E-02  3.15856E-01  8.86854E-02  1.09748E-02  4.24545E-02 -7.61330E-02  2.10745E-01 -7.97667E-02 -5.40412E-02 -5.39131E-03  1.62760E-02 -9.17820E-02  2.58008E-01  3.57117E-02 -2.62447E-02  4.62046E-02 -6.27010E-02  4.57520E-02 -2.16203E-02  2.25302E-01  1.99899E-01  7.02891E-02  8.01967E-02  8.00916E-03  6.81741E-02 -1.40250E-01  7.67760E-02  3.05400E-01   -6471.54042435628
         8888  3.91680E+00 -2.23751E+00  6.11122E-01 -2.00895E-01  2.20414E+00  2.63280E-01  3.74319E+00 -6.76178E-01  1.01041E-02  0.00000E+00  2.18401E-02  3.18709E-01 -4.16874E-02  1.83663E-01  4.57022E-02  1.98908E-02  1.20277E-01 -1.55430E-02  1.42357E-03  7.63357E-03  2.46306E-01  3.14330E-02  1.19900E-02 -1.63310E-02 -2.49406E-02  2.79861E-01 -3.14033E-02 -1.18237E-02  7.36805E-03  2.93573E-02 -9.59199E-02  2.03818E-01  1.29241E-02 -1.29942E-03  2.21278E-02 -7.15937E-02  2.68209E-02 -2.25724E-02  1.91500E-01  1.27411E-01  1.29444E-01  7.18006E-02 -1.89945E-02  8.24687E-03 -5.99420E-02  5.84719E-02  3.13028E-01   -6460.11121153030
         8889  3.83439E+00 -2.15574E+00  5.58225E-01 -2.98729E-01  2.31068E+00  1.97514E-01  3.73687E+00 -6.82227E-01  1.04174E-02  0.00000E+00  2.46463E-02  3.09475E-01  1.82248E-02  2.25415E-01  6.07012E-02  2.95640E-02  1.55020E-01  9.55632E-03  7.05742E-02  1.23150E-02  3.23549E-01  5.97929E-02  9.28041E-03  2.96202E-02 -4.65866E-02  1.76064E-01 -1.04747E-01 -1.43663E-02 -1.80381E-02  1.01396E-01 -1.18165E-01  2.57910E-01  3.97807E-02 -1.26169E-02  4.53809E-02 -1.53179E-01  2.12945E-02 -9.44365E-02  2.38381E-01  1.68124E-01  1.22963E-01  7.48523E-02 -1.98943E-02  2.54796E-02 -1.24895E-01  1.18863E-01  3.10381E-01   -6436.38587513371
         8890  3.92486E+00 -2.14244E+00  6.77582E-01 -1.35303E-01  2.25317E+00  2.44055E-01  3.69061E+00 -6.58179E-01  9.60750E-03  0.00000E+00  2.40863E-02  3.16454E-01 -2.42604E-02  1.59890E-01  3.55877E-02  1.07142E-02  8.77666E-02  1.02050E-02  7.44129E-02  1.60013E-02  2.87846E-01  8.94060E-02 -1.18283E-02 -9.08217E-03 -3.96693E-02  2.33069E-01 -5.65154E-02 -6.24198E-03 -1.11066E-02 -2.22226E-02 -1.34700E-01  2.40388E-01  5.61094E-03 -2.91220E-02  1.17110E-02 -8.20146E-02  2.76311E-02  3.13191E-03  2.32897E-01  7.54149E-02  7.57527E-02  3.41129E-02  7.06582E-02  3.28817E-02 -1.25122E-01  2.22271E-02  2.44694E-01   -6532.94296750172
         8891  3.83581E+00 -2.25247E+00  7.04231E-01 -1.82286E-01  2.24411E+00  3.47155E-01  3.78199E+00 -6.87741E-01  8.63828E-03  0.00000E+00  2.62044E-02  3.16388E-01  7.57555E-04  1.87303E-01  2.16592E-02  2.46919E-02  1.03067E-01 -1.85949E-02  5.82333E-02 -9.08998E-03  3.51248E-01  2.45884E-02 -4.68641E-02 -1.06148E-02 -1.00622E-02  2.00616E-01  9.90943E-03  5.62498E-02  2.19403E-02  1.34864E-03 -9.47993E-02  1.74520E-01 -3.15907E-02 -9.43005E-02  2.69143E-02 -5.51742E-02  9.33957E-02 -8.70890E-02  3.05583E-01  7.35202E-02  3.25096E-02  3.88834E-02  5.70914E-02  3.95959E-02 -5.25485E-02  1.09781E-01  2.38078E-01   -6538.32831381875
         8892  3.94150E+00 -2.26365E+00  6.97336E-01 -2.95384E-01  2.27454E+00  2.47528E-01  3.80141E+00 -7.47160E-01  8.85198E-03  0.00000E+00  2.20176E-02  3.43440E-01 -8.67628E-02  1.50074E-01  7.41943E-02 -6.64272E-03  1.54999E-01  4.64601E-02  1.75672E-02  1.53851E-02  2.22848E-01  7.26639E-02 -3.36453E-02  1.69452E-02  2.68094E-02  1.64052E-01  1.81734E-02  2.06060E-02  1.18099E-02 -9.46135E-03 -3.44002E-02  1.54447E-01  3.87410E-02 -7.94968E-02  2.72852E-02 -2.59441E-02  5.36100E-02 -2.48045E-03  2.20363E-01  1.56171E-01 -1.22997E-02  7.75286E-02  9.06368E-02  7.75179E-02 -2.38565E-02  9.33781E-02  3.40159E-01   -6517.88152589216
         8893  3.83337E+00 -2.17518E+00  5.93984E-01 -2.63388E-01  2.29647E+00  1.80531E-01  3.67971E+00 -7.48438E-01  8.84246E-03  0.00000E+00  2.10574E-02  2.62428E-01 -6.19095E-02  2.32118E-01  4.06087E-02 -1.80319E-02  1.25690E-01  1.64561E-03  1.54995E-01 -2.57784E-02  3.07086E-01  4.86729E-02  6.02748E-03  1.59949E-03 -4.11375E-03  2.39011E-01 -4.24333E-03  8.57101E-02  1.16672E-02  9.23524E-02 -6.89807E-02  2.11334E-01  2.13796E-02 -7.18932E-02  5.34571E-03 -2.70129E-02 -2.25691E-03  3.63702E-02  3.10788E-01  9.69332E-02  5.83962E-02  1.14997E-02  6.58684E-02  3.59580E-02  5.00118E-03  7.68863E-02  2.32852E-01   -6470.03137828199
         8894  4.06000E+00 -2.23663E+00  5.68442E-01 -1.85273E-01  2.28998E+00  2.39112E-01  3.57354E+00 -7.11369E-01  9.33297E-03  0.00000E+00  2.34581E-02  2.19086E-01 -4.21443E-02  1.97419E-01  6.14361E-02 -1.79291E-02  1.48296E-01  3.10084E-02  1.20373E-01  2.18336E-03  2.43600E-01  1.01501E-02  1.51847E-02 -1.05745E-02 -3.12626E-02  2.11682E-01 -4.40994E-03  9.23241E-03  4.16875E-02  2.34509E-02 -9.53440E-02  2.04303E-01  7.63463E-03 -6.47646E-02 -1.29692E-02 -7.49936E-02  3.89479E-02 -1.54616E-02  1.95978E-01  7.29907E-02  3.60526E-02  1.78005E-02  1.91415E-02  2.35884E-02 -3.48914E-02  6.84275E-02  1.98821E-01   -6516.96806523661
         8895  3.92882E+00 -2.26287E+00  5.25481E-01 -2.40057E-01  2.28404E+00  2.03518E-01  3.73763E+00 -7.72205E-01  7.82528E-03  0.00000E+00  2.36119E-02  2.57222E-01  1.92788E-02  2.29021E-01  7.62152E-02  2.56602E-02  1.15022E-01  2.85147E-03  9.16484E-02 -3.66880E-02  1.87058E-01  4.56042E-02  5.45741E-02  1.22951E-02 -4.02475E-03  1.85282E-01  2.69839E-03 -1.94665E-02  3.05761E-03  9.90694E-03 -4.81476E-02  1.71518E-01  5.45208E-02 -7.67562E-02  1.09825E-02 -6.26987E-02  4.67878E-03 -4.76392E-03  2.21576E-01  9.52801E-02  8.81620E-02  4.26789E-02  2.11540E-02  6.85994E-03 -5.18889E-02  8.20827E-02  2.54787E-01   -6489.86698949668
         8896  3.92141E+00 -2.19845E+00  4.86801E-01 -1.60780E-01  2.24929E+00  2.43218E-01  3.64734E+00 -7.24784E-01  9.78858E-03  0.00000E+00  2.06466E-02  3.28745E-01  2.27491E-02  2.57072E-01  4.68280E-02 -2.90328E-02  1.17016E-01 -6.02323E-03  6.07303E-02  5.69298E-03  1.80436E-01  8.66214E-02  3.09936E-02 -1.15664E-02 -1.93496E-02  2.32289E-01 -1.02378E-01  4.36261E-02  2.93126E-02 -1.49874E-04 -1.08419E-01  2.84458E-01  5.37480E-02 -1.15646E-01  3.47725E-02 -6.58016E-02 -9.08957E-03  1.48563E-02  2.77369E-01  1.04501E-01  9.08899E-02  3.10613E-02  3.15858E-03  2.38491E-03 -5.86564E-03  6.57462E-02  2.43831E-01   -6468.59014514651
         8897  3.97467E+00 -2.16448E+00  5.77052E-01 -2.19966E-01  2.28837E+00  2.06991E-01  3.65533E+00 -7.07643E-01  9.85240E-03  0.00000E+00  2.23069E-02  3.40066E-01  5.83352E-02  2.56613E-01  1.32990E-01  3.08413E-02  1.82059E-01  3.18158E-02  4.90937E-02  2.67728E-02  1.46683E-01  5.57596E-02  3.30960E-02 -3.21727E-02 -4.61592E-02  2.35259E-01  2.57036E-02  3.00704E-02  7.02371E-02 -2.27698E-02 -6.32217E-02  2.89445E-01  1.56030E-01 -6.76462E-02  5.97951E-02 -3.70297E-02  8.55762E-02 -2.90831E-02  3.42033E-01  1.29889E-01  9.04700E-02  5.08162E-02  4.25920E-02  2.58739E-02 -9.48488E-02  1.25974E-01  3.17227E-01   -6482.03599082922
         8898  3.77885E+00 -2.22180E+00  5.02886E-01 -1.53456E-01  2.23520E+00  2.41374E-01  3.58406E+00 -8.40260E-01  9.73860E-03  0.00000E+00  2.19220E-02  2.70809E-01  1.06445E-02  2.36121E-01  6.04104E-02 -1.43450E-02  1.15279E-01  2.38486E-02  7.21158E-02 -5.34085E-03  1.71615E-01  2.48471E-02 -3.50992E-02  1.22005E-02 -5.40925E-02  2.55222E-01 -9.42370E-04  5.22319E-02 -1.66113E-05  2.10224E-02 -1.14649E-01  2.20061E-01  2.35313E-02 -4.56505E-02  2.29160E-02 -4.76012E-02  5.74742E-02  1.83859E-02  2.09142E-01  6.23190E-02  9.14204E-02  3.52647E-02  3.67614E-02 -2.77691E-02  1.43438E-02  6.29781E-02  2.03320E-01   -6491.47764971741
         8899  3.94328E+00 -2.20534E+00  5.51737E-01 -1.99673E-01  2.27428E+00  3.46740E-01  3.66763E+00 -7.47190E-01  9.62213E-03  0.00000E+00  2.22251E-02  2.81842E-01  9.20521E-03  2.21600E-01  8.96448E-02  1.08966E-03  1.54798E-01  3.95764E-02  7.38942E-02 -1.08989E-03  1.88177E-01  1.43192E-02  5.84125E-02 -2.05166E-03 -3.04659E-02  2.29679E-01 -5.93665E-02  1.34552E-02 -4.33057E-02  4.24770E-02 -8.80977E-02  2.37958E-01 -1.37765E-02 -5.72379E-02 -7.50872E-03 -3.07769E-02 -1.64523E-03  6.69191E-02  2.19589E-01  8.21712E-02  1.20349E-01  3.48895E-02  5.23396E-02  3.98040E-02 -2.71017E-03  4.20937E-02  2.00780E-01   -6510.17974389780
         8900  4.02490E+00 -2.17542E+00  5.65661E-01 -1.27412E-01  2.27313E+00  3.08760E-01  3.63570E+00 -6.41742E-01  8.46866E-03  0.00000E+00  2.18471E-02  3.29289E-01  6.62262E-02  1.80143E-01 -1.21443E-03 -1.26794E-02  1.25326E-01  3.57458E-02  1.06149E-01 -4.83571E-02  2.63643E-01  1.33112E-02  5.18361E-02  2.65884E-02 -2.51098E-02  1.58543E-01  2.60484E-02  7.95404E-03  4.16802E-03  2.36939E-02 -4.20636E-03  1.82901E-01  1.90885E-02 -1.00746E-01  5.41676E-02 -1.55828E-01  2.88539E-02  1.36226E-02  2.91775E-01  1.23437E-01  8.41830E-02  2.91987E-02  3.13056E-02  2.13669E-02 -5.13661E-03  2.89733E-02  1.68315E-01   -6518.34093526749
         8901  3.79304E+00 -2.30525E+00  6.59667E-01 -1.73889E-01  2.27040E+00  3.09374E-01  3.70164E+00 -7.67968E-01  8.80196E-03  0.00000E+00  2.04625E-02  2.89595E-01  2.65200E-03  1.21531E-01  7.10630E-02  1.54203E-02  1.61922E-01  5.07331E-03  3.80437E-02 -6.49576E-02  2.73862E-01  6.51149E-02  3.29972E-02  6.34051E-03  2.61639E-03  1.39183E-01 -4.89590E-02 -1.44524E-02  6.67000E-02 -5.93100E-02 -2.01929E-02  2.87839E-01  4.83417E-02  2.00908E-03  3.72783E-02 -8.33139E-02  4.10814E-02  1.07849E-02  1.66883E-01  1.43207E-01  8.34570E-02  6.67518E-02  7.34048E-02  1.88572E-02 -9.14747E-02  5.05431E-02  2.98047E-01   -6469.45137168024
         8902  3.81801E+00 -2.16066E+00  6.54209E-01 -2.46652E-01  2.27351E+00  3.80625E-01  3.72455E+00 -8.00190E-01  8.70652E-03  0.00000E+00  2.26481E-02  3.12577E-01 -3.00132E-02  2.22686E-01  2.22525E-02  1.00752E-02  1.06908E-01  8.33447E-02  2.60763E-02 -3.78522E-02  2.18466E-01  2.54431E-02  5.30058E-02  3.67154E-02 -7.20174E-02  2.57842E-01  1.83544E-02 -8.53914E-03  3.74520E-02  4.98979E-03 -5.34360E-02  3.92455E-01  4.30167E-02 -7.65901E-02  6.98435E-02 -7.34357E-02 -1.03435E-02  6.13271E-02  2.77726E-01  1.22638E-01  9.69760E-02  4.21821E-02  6.07877E-02  1.68228E-02 -8.36516E-02  2.71880E-02  3.12352E-01   -6545.70367036550
         8903  3.88363E+00 -2.23648E+00  5.32077E-01 -2.25554E-01  2.32507E+00  3.09275E-01  3.77562E+00 -7.28933E-01  8.75247E-03  0.00000E+00  2.08710E-02  3.42070E-01  1.22828E-02  2.12584E-01  4.12971E-02  2.37547E-03  1.08193E-01  2.05925E-02  4.78862E-02 -1.88163E-02  2.74856E-01  4.10271E-02  3.01237E-03  4.90473E-02 -8.36210E-02  2.51717E-01 -4.17691E-02 -1.48840E-02  1.19041E-03 -2.92702E-02 -2.21475E-02  2.37747E-01  3.70297E-02 -7.55875E-02  7.57750E-02 -1.69010E-01  1.54907E-01 -2.37344E-02  4.33833E-01  1.72610E-01  8.49125E-02  5.05628E-02  1.48646E-02 -9.20191E-03 -7.48243E-02  7.86516E-02  2.80657E-01   -6524.40572551272
         8904  4.02354E+00 -2.29105E+00  5.37167E-01 -1.23752E-01  2.14496E+00  1.84892E-01  3.52945E+00 -6.73247E-01  8.48390E-03  0.00000E+00  2.21322E-02  3.97644E-01 -8.36529E-02  2.42665E-01  3.58712E-02  1.69995E-02  1.16916E-01 -1.02736E-02  6.67452E-02 -3.24152E-02  2.43108E-01  2.55009E-02  2.50141E-02  3.97611E-02 -7.70224E-02  1.84827E-01  2.72996E-02 -2.89047E-02  2.70928E-02 -3.73722E-02 -2.07497E-02  2.24264E-01  7.26778E-02 -5.25008E-02  1.05937E-01 -1.49075E-01  7.21434E-02  6.36633E-02  3.69446E-01  1.66552E-01  7.56288E-02  5.94560E-02  4.78242E-02 -1.08722E-02 -7.62122E-03  1.01900E-01  2.63996E-01   -6510.43522228177
         8905  3.94764E+00 -2.25275E+00  5.25976E-01 -2.09860E-01  2.33384E+00  2.98741E-01  3.66041E+00 -7.11064E-01  8.68694E-03  0.00000E+00  2.15984E-02  2.73200E-01 -7.72404E-02  2.22482E-01  1.24652E-02 -9.28989E-03  1.43777E-01 -4.08103E-03  1.26288E-01 -6.86242E-02  3.98845E-01  1.19031E-02  4.08520E-02  3.78123E-02 -2.16699E-02  1.77434E-01 -1.06684E-02 -1.44072E-02 -8.59374E-03  5.01595E-02 -5.84057E-02  2.11359E-01  6.61922E-02 -6.36386E-02  4.53455E-02 -1.07224E-01  1.95488E-02 -2.00443E-02  1.82673E-01  9.55786E-02  4.18524E-02  4.22101E-02 -8.55158E-02 -1.22995E-02 -8.22679E-02  5.42229E-02  2.47780E-01   -6542.30300524370
         8906  4.03794E+00 -2.28333E+00  5.00134E-01 -1.65613E-01  2.18807E+00  1.65924E-01  3.71160E+00 -6.40535E-01  9.17934E-03  0.00000E+00  2.11121E-02  3.26728E-01 -1.17434E-01  2.12611E-01  8.70677E-02 -8.68302E-02  1.73200E-01  2.39258E-02  1.13161E-01 -3.86306E-02  2.96476E-01  3.61438E-02 -2.91047E-02  2.38991E-02 -1.18032E-01  2.66719E-01 -4.26527E-02  1.94085E-02 -2.27001E-03  5.45566E-02 -1.32710E-01  2.13779E-01  4.62834E-02 -7.03817E-02  4.40933E-02 -7.29216E-02  3.56904E-02  2.55503E-02  2.54262E-01  1.52522E-01  4.36670E-03  3.38802E-02  3.36889E-02 -8.33323E-03 -3.50547E-02  1.18182E-01  3.19252E-01   -6518.37950436044
